,source,relation,target
2465,191766006,IS_A,55341008
2466,80711002,IS_A,4306003
2467,44966003,IS_A,33449004
2468,83890006,IS_A,33449004
2469,1376001,IS_A,83890006
2470,473456000,IS_A,1376001
2471,473456000,INVERSE_associated_finding,931000122109
2472,473457009,IS_A,1376001
2473,37746008,IS_A,83890006
2474,698690001,IS_A,37746008
2475,84466009,IS_A,33449004
2476,191753006,IS_A,33449004
2477,191773001,IS_A,33449004
2478,191774007,IS_A,33449004
2479,192073007,IS_A,33449004
2480,231525006,IS_A,33449004
2481,231526007,IS_A,33449004
2482,231530005,IS_A,33449004
2483,231530005,after,110030002
2484,268634009,IS_A,33449004
2485,34485008,IS_A,74732009
2486,29657007,IS_A,34485008
2487,46206005,IS_A,74732009
2488,46206005,INVERSE_associated_finding,429124005
2489,13746004,IS_A,46206005
2490,13746004,INVERSE_associated_finding,400998002
2491,13746004,INVERSE_associated_finding,160331005
2492,13746004,INVERSE_has_focus,416422002
2493,191618007,IS_A,13746004
2494,1499003,IS_A,9340000
2495,1499003,IS_A,191618007
2496,17782008,IS_A,191618007
2497,17782008,IS_A,371596008
2498,55516002,IS_A,191618007
2499,55516002,IS_A,371596008
2500,68569003,IS_A,191618007
2501,45479006,IS_A,68569003
2502,45479006,IS_A,85248005
2503,30935000,IS_A,41836007
2504,30935000,IS_A,45479006
2505,63249007,IS_A,5703000
2506,63249007,IS_A,45479006
2507,71984005,IS_A,13313007
2508,71984005,IS_A,68569003
2509,41552001,IS_A,71984005
2510,82998009,IS_A,68569003
2511,82998009,IS_A,79584002
2512,28884001,IS_A,82998009
2513,23741000119105,IS_A,371599001
2514,23741000119105,IS_A,68569003
2515,162004,IS_A,53049002
2516,162004,IS_A,23741000119105
2517,28663008,IS_A,4441000
2518,28663008,IS_A,23741000119105
2519,33380008,IS_A,26530004
2520,33380008,IS_A,28663008
2521,78640000,IS_A,70546001
2522,78640000,IS_A,28663008
2523,78269000,IS_A,75360000
2524,78269000,IS_A,191618007
2525,87950005,IS_A,9340000
2526,87950005,IS_A,191618007
2527,191620005,IS_A,191618007
2528,191621009,IS_A,191618007
2529,191623007,IS_A,191618007
2530,191625000,IS_A,191618007
2531,191627008,IS_A,13746004
2532,191627008,IS_A,35489007
2533,1196001,IS_A,191627008
2534,1196001,IS_A,83225003
2535,16295005,IS_A,83225003
2536,16295005,IS_A,191627008
2537,22407005,IS_A,16295005
2538,30687003,IS_A,16295005
2539,34315001,IS_A,16295005
2540,43568002,IS_A,16295005
2541,49468007,IS_A,191627008
2542,53607008,IS_A,85248005
2543,53607008,IS_A,49468007
2544,22121000,IS_A,41836007
2545,22121000,IS_A,53607008
2546,49512000,IS_A,5703000
2547,49512000,IS_A,53607008
2548,66631006,IS_A,79584002
2549,66631006,IS_A,49468007
2550,74686005,IS_A,49468007
2551,74686005,IS_A,13313007
2552,261000119107,IS_A,371599001
2553,261000119107,IS_A,49468007
2554,59617007,IS_A,4441000
2555,59617007,IS_A,261000119107
2556,26203008,IS_A,26530004
2557,26203008,IS_A,59617007
2558,54761006,IS_A,70546001
2559,54761006,IS_A,59617007
2560,61403008,IS_A,53049002
2561,61403008,IS_A,261000119107
2562,75752004,IS_A,191627008
2563,191629006,IS_A,191627008
2564,191630001,IS_A,191627008
2565,191632009,IS_A,191627008
2566,191634005,IS_A,191627008
2567,13313007,IS_A,13746004
2568,43769008,IS_A,16506000
2569,43769008,IS_A,13313007
2570,38368003,IS_A,13746004
2571,38368003,IS_A,68890003
2572,79584002,IS_A,13746004
2573,40926005,IS_A,16506000
2574,40926005,IS_A,79584002
2575,35846004,IS_A,79584002
2576,35846004,IS_A,83225003
2577,83225003,IS_A,13746004
2578,48937005,IS_A,83225003
2579,71294008,IS_A,83225003
2580,12969000,IS_A,83225003
2581,35722002,IS_A,83225003
2582,67002003,IS_A,83225003
2583,61771000119106,IS_A,83225003
2584,85248005,IS_A,13746004
2585,35481005,IS_A,16506000
2586,35481005,IS_A,85248005
2587,111485001,IS_A,35481005
2588,111485001,IS_A,41836007
2589,36583000,IS_A,35481005
2590,36583000,IS_A,5703000
2591,41836007,IS_A,85248005
2592,5703000,IS_A,85248005
2593,191636007,IS_A,13746004
2594,16506000,IS_A,371596008
2595,16506000,IS_A,191636007
2596,192362008,IS_A,16506000
2597,65042007,IS_A,192362008
2598,73471000,IS_A,192362008
2599,191638008,IS_A,192362008
2600,191639000,IS_A,192362008
2601,191641004,IS_A,192362008
2602,191643001,IS_A,192362008
2603,271000119101,IS_A,16506000
2604,271000119101,IS_A,371599001
2605,10981006,IS_A,4441000
2606,10981006,IS_A,271000119101
2607,10875004,IS_A,26530004
2608,10875004,IS_A,10981006
2609,64731001,IS_A,10981006
2610,64731001,IS_A,70546001
2611,46229002,IS_A,53049002
2612,46229002,IS_A,81308009
2613,46229002,IS_A,271000119101
2614,46229002,finding_site,12738006
2615,371596008,IS_A,13746004
2616,21900002,IS_A,371596008
2617,29929003,IS_A,371596008
2618,29929003,IS_A,191659001
2619,31446002,IS_A,371596008
2620,75360000,IS_A,371596008
2621,3530005,IS_A,75360000
2622,87203005,IS_A,371596008
2623,9340000,IS_A,371596008
2624,133091000119105,IS_A,371596008
2625,371600003,IS_A,13746004
2626,4441000,IS_A,371600003
2627,19300006,IS_A,4441000
2628,19300006,IS_A,371604007
2629,20960007,IS_A,4441000
2630,20960007,IS_A,371604007
2631,26530004,IS_A,4441000
2632,41832009,IS_A,4441000
2633,41832009,IS_A,371599001
2634,13581000,IS_A,41832009
2635,86058007,IS_A,41832009
2636,70546001,IS_A,26516009
2637,70546001,IS_A,69322001
2638,70546001,IS_A,4441000
2639,53049002,IS_A,371600003
2640,14495005,IS_A,53049002
2641,14495005,IS_A,371599001
2642,81319007,IS_A,53049002
2643,81319007,IS_A,371604007
2644,371599001,IS_A,371600003
2645,371604007,IS_A,371600003
2646,30520009,IS_A,371604007
2647,26516009,IS_A,46206005
2648,58647003,IS_A,26516009
2649,58647003,IS_A,69322001
2650,70043001,IS_A,26516009
2651,28357009,IS_A,46206005
2652,28357009,IS_A,2704003
2653,28357009,clinical_course,14803004
2654,35489007,IS_A,46206005
2655,35489007,INVERSE_associated_finding,161469008
2656,35489007,INVERSE_associated_finding,160329001
2657,35489007,INVERSE_associated_finding,473126001
2658,35489007,INVERSE_associated_finding,700143000
2659,35489007,INVERSE_has_focus,171207006
2660,35489007,INVERSE_has_focus,715252007
2661,191659001,IS_A,35489007
2662,42925002,IS_A,191659001
2663,42925002,IS_A,36923009
2664,231485007,IS_A,35489007
2665,231485007,after,58214004
2666,231500002,IS_A,35489007
2667,300706003,IS_A,35489007
2668,321717001,IS_A,300706003
2669,231499006,IS_A,300706003
2670,268620009,IS_A,300706003
2671,191601008,IS_A,268620009
2672,191602001,IS_A,268620009
2673,191604000,IS_A,268620009
2674,191606003,IS_A,268620009
2675,357705009,IS_A,35489007
2676,48589009,IS_A,35489007
2677,596004,IS_A,48589009
2678,426578000,IS_A,596004
2679,58703003,IS_A,1938002
2680,58703003,IS_A,35489007
2681,58703003,IS_A,80113008
2682,58703003,INVERSE_associated_finding,160403000
2683,58703003,INVERSE_has_focus,439366005
2684,58703003,INVERSE_has_focus,395072006
2685,58703003,INVERSE_has_focus,698568007
2686,237349002,IS_A,58703003
2687,237349002,IS_A,81308009
2688,237349002,finding_site,12738006
2689,237350002,IS_A,58703003
2690,279225001,IS_A,58703003
2691,25922000,IS_A,36923009
2692,25922000,IS_A,58703003
2693,78667006,IS_A,35489007
2694,19694002,IS_A,78667006
2695,36170009,IS_A,85080004
2696,36170009,IS_A,19694002
2697,67711008,IS_A,19694002
2698,67711008,IS_A,83176005
2699,2506003,IS_A,78667006
2700,3109008,IS_A,2506003
2701,3109008,IS_A,85080004
2702,38451003,IS_A,83176005
2703,38451003,IS_A,2506003
2704,83176005,IS_A,78667006
2705,85080004,IS_A,78667006
2706,87842000,IS_A,257277002
2707,87842000,IS_A,78667006
2708,87842000,finding_site,3058005
2709,87842000,finding_site,127954009
2710,79842004,IS_A,35489007
2711,82218004,IS_A,35489007
2712,82218004,IS_A,385486001
2713,82218004,after,387713003
2714,83458005,IS_A,35489007
2715,84760002,IS_A,68890003
2716,84760002,IS_A,35489007
2717,84788008,IS_A,35489007
2718,191676002,IS_A,35489007
2719,191676002,IS_A,69322001
2720,288751000119101,IS_A,191676002
2721,192079006,IS_A,35489007
2722,192079006,IS_A,123948009
2723,192079006,after,34014006
2724,310495003,IS_A,35489007
2725,87512008,IS_A,370143000
2726,87512008,IS_A,310495003
2727,79298009,IS_A,87512008
2728,79298009,IS_A,36923009
2729,310496002,IS_A,35489007
2730,832007,IS_A,370143000
2731,832007,IS_A,310496002
2732,15639000,IS_A,36923009
2733,15639000,IS_A,832007
2734,310497006,IS_A,35489007
2735,450714000,IS_A,310497006
2736,450714000,IS_A,370143000
2737,251000119105,IS_A,36923009
2738,251000119105,IS_A,450714000
2739,73867007,IS_A,450714000
2740,33736005,IS_A,73867007
2741,77911002,IS_A,36923009
2742,77911002,IS_A,33736005
2743,60099002,IS_A,73867007
2744,20250007,IS_A,36923009
2745,20250007,IS_A,60099002
2746,20250007,IS_A,430852001
2747,430852001,IS_A,73867007
2748,75084000,IS_A,450714000
2749,76441001,IS_A,75084000
2750,76441001,IS_A,36923009
2751,370143000,IS_A,35489007
2752,320751009,IS_A,370143000
2753,36923009,IS_A,370143000
2754,19527009,IS_A,63412003
2755,19527009,IS_A,36923009
2756,63778009,IS_A,36923009
2757,69392006,IS_A,36923009
2758,70747007,IS_A,30605009
2759,70747007,IS_A,36923009
2760,42810003,IS_A,370143000
2761,30605009,IS_A,42810003
2762,63412003,IS_A,42810003
2763,10811121000119102,IS_A,370143000
2764,10811121000119102,IS_A,10835871000119104
2765,10811161000119107,IS_A,370143000
2766,10811161000119107,IS_A,94631000119100
2767,162722001,IS_A,271880003
2768,162722001,IS_A,35489007
2769,162722001,finding_method,5880005
2770,162722001,finding_informer,420158005
2771,191495003,IS_A,35489007
2772,191495003,IS_A,429672007
2773,191495003,IS_A,442351006
2774,191495003,causative_agent,410942007
2775,87414006,IS_A,35489007
2776,698957003,IS_A,35489007
2777,10835871000119104,IS_A,35489007
2778,10835871000119104,IS_A,10811201000119102
2779,94631000119100,IS_A,35489007
2780,94631000119100,IS_A,702711004
2781,712823008,IS_A,2704003
2782,712823008,IS_A,35489007
2783,712823008,clinical_course,424124008
2784,36622002,IS_A,46206005
2785,38547003,IS_A,46206005
2786,74266001,IS_A,46206005
2787,88939009,IS_A,46206005
2788,9167000,IS_A,46206005
2789,76105009,IS_A,46206005
2790,698946008,IS_A,76105009
2791,429672007,IS_A,46206005
2792,429672007,IS_A,87858002
2793,429672007,associated_with,410942007
2794,21071000119101,IS_A,46206005
2795,231494001,IS_A,21071000119101
2796,231495000,IS_A,231494001
2797,191658009,IS_A,231494001
2798,268619003,IS_A,231494001
2799,191583000,IS_A,268619003
2800,191584006,IS_A,268619003
2801,191586008,IS_A,268619003
2802,191588009,IS_A,268619003
2803,231496004,IS_A,21071000119101
2804,94921000119107,IS_A,46206005
2805,21061000119107,IS_A,46206005
2806,715924009,IS_A,46206005
2807,48500005,IS_A,74732009
2808,48500005,INVERSE_has_focus,386256003
2809,162313000,IS_A,48500005
2810,231487004,IS_A,48500005
2811,278508007,IS_A,231487004
2812,33323008,IS_A,231487004
2813,278506006,IS_A,48500005
2814,280949006,IS_A,48500005
2815,18573003,IS_A,280949006
2816,14144000,IS_A,48500005
2817,26472000,IS_A,48500005
2818,26472000,IS_A,58214004
2819,38295006,IS_A,26472000
2820,47447001,IS_A,48500005
2821,60123008,IS_A,48500005
2822,77475008,IS_A,48500005
2823,89618007,IS_A,48500005
2824,191667009,IS_A,48500005
2825,191668004,IS_A,48500005
2826,191670008,IS_A,48500005
2827,191672000,IS_A,48500005
2828,268622001,IS_A,48500005
2829,129604005,IS_A,48500005
2830,427975003,IS_A,48500005
2831,427975003,IS_A,87858002
2832,427975003,associated_with,410942007
2833,698951002,IS_A,48500005
2834,50705009,IS_A,74732009
2835,10278007,IS_A,50705009
2836,10278007,IS_A,95324001
2837,10278007,IS_A,297968009
2838,10278007,IS_A,387778001
2839,10278007,associated_morphology,12393003
2840,10278007,finding_site,39937001
2841,10278007,has_definitional_manifestation,423902002
2842,109805003,IS_A,7847004
2843,109805003,IS_A,50705009
2844,109805003,associated_morphology,23583003
2845,109805003,finding_site,48477009
2846,230455006,IS_A,50705009
2847,230455006,IS_A,81308009
2848,230455006,finding_site,83678007
2849,233690008,IS_A,50705009
2850,16966009,IS_A,237630007
2851,16966009,IS_A,50705009
2852,16966009,IS_A,271327008
2853,16966009,finding_site,113331007
2854,21586000,IS_A,50705009
2855,24315006,IS_A,50705009
2856,27720003,IS_A,50705009
2857,27720003,IS_A,274949005
2858,27720003,IS_A,703938007
2859,27720003,associated_morphology,23583003
2860,27720003,finding_site,39937001
2861,4997005,IS_A,90739004
2862,4997005,IS_A,50705009
2863,4997005,finding_site,69748006
2864,88740003,IS_A,29028009
2865,88740003,IS_A,4997005
2866,88740003,finding_site,69748006
2867,95637005,IS_A,50705009
2868,403590001,IS_A,402739005
2869,403590001,IS_A,95637005
2870,403590001,finding_site,39937001
2871,430744005,IS_A,50705009
2872,430751001,IS_A,50705009
2873,56641006,IS_A,74732009
2874,49271002,IS_A,56641006
2875,66936004,IS_A,74732009
2876,192122001,IS_A,66936004
2877,192122001,occurrence,255398004
2878,192122001,occurrence,263659003
2879,270291000119109,IS_A,66936004
2880,270291000119109,occurrence,255398004
2881,69322001,IS_A,74732009
2882,69322001,INVERSE_associated_finding,266969002
2883,191680007,IS_A,69322001
2884,231489001,IS_A,69322001
2885,231489001,IS_A,2704003
2886,231489001,clinical_course,14803004
2887,191678001,IS_A,231489001
2888,191678001,clinical_course,14803004
2889,268624000,IS_A,231489001
2890,268624000,clinical_course,14803004
2891,274953007,IS_A,69322001
2892,307417003,IS_A,274953007
2893,63204009,IS_A,274953007
2894,712824002,IS_A,274953007
2895,712850003,IS_A,274953007
2896,278853003,IS_A,69322001
2897,88975006,IS_A,278853003
2898,36158005,IS_A,88975006
2899,55736003,IS_A,88975006
2900,18260003,IS_A,69322001
2901,18260003,IS_A,80113008
2902,237351003,IS_A,81308009
2903,237351003,IS_A,18260003
2904,237351003,finding_site,12738006
2905,237352005,IS_A,18260003
2906,58214004,IS_A,69322001
2907,58214004,INVERSE_associated_finding,161468000
2908,58214004,INVERSE_associated_finding,160328009
2909,58214004,INVERSE_associated_finding,444180005
2910,58214004,INVERSE_after,231485007
2911,191527001,IS_A,58214004
2912,16990005,IS_A,191527001
2913,111482003,IS_A,16990005
2914,14291003,IS_A,111482003
2915,14291003,IS_A,27387000
2916,7025000,IS_A,111482003
2917,7025000,IS_A,85861002
2918,7025000,finding_site,12738006
2919,70814008,IS_A,76566000
2920,70814008,IS_A,111482003
2921,191554003,IS_A,79866005
2922,191554003,IS_A,111482003
2923,191547009,IS_A,42868002
2924,191547009,IS_A,111482003
2925,27387000,IS_A,16990005
2926,27387000,IS_A,35252006
2927,42868002,IS_A,191542003
2928,42868002,IS_A,16990005
2929,76566000,IS_A,16990005
2930,76566000,IS_A,26025008
2931,79866005,IS_A,64905009
2932,79866005,IS_A,16990005
2933,85861002,IS_A,16990005
2934,85861002,IS_A,111484002
2935,85861002,IS_A,81308009
2936,85861002,finding_site,12738006
2937,4926007,IS_A,191527001
2938,111483008,IS_A,4926007
2939,111483008,IS_A,191542003
2940,31373002,IS_A,4926007
2941,31373002,IS_A,35252006
2942,39610001,IS_A,111484002
2943,39610001,IS_A,4926007
2944,51133006,IS_A,26025008
2945,51133006,IS_A,4926007
2946,63181006,IS_A,4926007
2947,63181006,IS_A,64905009
2948,191530008,IS_A,191527001
2949,191542003,IS_A,58214004
2950,441833000,IS_A,191542003
2951,111484002,IS_A,58214004
2952,268617001,IS_A,58214004
2953,26025008,IS_A,58214004
2954,35252006,IS_A,58214004
2955,191536002,IS_A,35252006
2956,191537006,IS_A,35252006
2957,191538001,IS_A,35252006
2958,191540006,IS_A,35252006
2959,64905009,IS_A,58214004
2960,191526005,IS_A,58214004
2961,191577003,IS_A,58214004
2962,247804008,IS_A,58214004
2963,416340002,IS_A,58214004
2964,61831009,IS_A,69322001
2965,68890003,IS_A,69322001
2966,270901009,IS_A,68890003
2967,271428004,IS_A,68890003
2968,191567000,IS_A,68890003
2969,191569002,IS_A,191567000
2970,191570001,IS_A,191567000
2971,191571002,IS_A,191567000
2972,191574005,IS_A,191567000
2973,191525009,IS_A,69322001
2974,231438001,IS_A,69322001
2975,129602009,IS_A,69322001
2976,408858002,IS_A,69322001
2977,191483003,IS_A,69322001
2978,191483003,IS_A,442351006
2979,191483003,causative_agent,410942007
2980,191484009,IS_A,191483003
2981,191484009,causative_agent,410942007
2982,191485005,IS_A,191484009
2983,191485005,causative_agent,410942007
2984,191486006,IS_A,191484009
2985,191486006,causative_agent,410942007
2986,191496002,IS_A,191483003
2987,191496002,causative_agent,410942007
2988,7761000119106,IS_A,191483003
2989,7761000119106,causative_agent,703841004
2990,441704009,IS_A,69322001
2991,231437006,IS_A,69322001
2992,5464005,IS_A,231437006
2993,473452003,IS_A,69322001
2994,10760421000119102,IS_A,69322001
2995,10760421000119102,IS_A,10811201000119102
2996,10760461000119107,IS_A,69322001
2997,10760461000119107,IS_A,702711004
2998,89016005,IS_A,74732009
2999,25029006,IS_A,89016005
3000,89415002,IS_A,77692006
3001,89415002,IS_A,74732009
3002,899001,IS_A,74732009
3003,9760005,IS_A,899001
3004,191687005,IS_A,74732009
3005,191696005,IS_A,191687005
3006,191696005,occurrence,255398004
3007,191697001,IS_A,191687005
3008,191697001,occurrence,255398004
3009,441716003,IS_A,191687005
3010,22641000119109,IS_A,191687005
3011,191983006,IS_A,74732009
3012,191983006,IS_A,234947003
3013,191983006,finding_site,38199008
3014,191983006,has_definitional_manifestation,90207007
3015,274950005,IS_A,247962006
3016,274950005,IS_A,191983006
3017,274950005,finding_site,38199008
3018,274950005,has_definitional_manifestation,90207007
3019,199257008,IS_A,74732009
3020,199259006,IS_A,199257008
3021,199260001,IS_A,199257008
3022,199261002,IS_A,199257008
3023,199262009,IS_A,199257008
3024,267320004,IS_A,199257008
3025,18491000119109,IS_A,199257008
3026,231538003,IS_A,74732009
3027,231538003,occurrence,255398004
3028,192123006,IS_A,231538003
3029,192123006,occurrence,255398004
3030,192069009,IS_A,74732009
3031,192069009,after,127294003
3032,398066007,IS_A,74732009
3033,442351006,IS_A,74732009
3034,442351006,IS_A,87858002
3035,442351006,causative_agent,410942007
3036,11061003,IS_A,442351006
3037,11061003,causative_agent,418149003
3038,310202009,IS_A,11061003
3039,310202009,causative_agent,373469002
3040,311173003,IS_A,11061003
3041,311173003,causative_agent,9721008
3042,21841000119100,IS_A,311173003
3043,21841000119100,causative_agent,9721008
3044,313915006,IS_A,11061003
3045,313915006,causative_agent,372585002
3046,2403008,IS_A,11061003
3047,2403008,causative_agent,418149003
3048,231467000,IS_A,2403008
3049,231467000,causative_agent,311455009
3050,7200002,IS_A,2403008
3051,7200002,INVERSE_associated_with,281004
3052,7200002,INVERSE_associated_finding,161466001
3053,7200002,INVERSE_associated_finding,275114006
3054,7200002,INVERSE_associated_finding,275115007
3055,7200002,INVERSE_associated_finding,266890009
3056,7200002,INVERSE_associated_finding,44241000119103
3057,7200002,INVERSE_due_to,86325007
3058,7200002,INVERSE_due_to,97571000119109
3059,7200002,INVERSE_due_to,135761000119101
3060,7200002,INVERSE_due_to,361272001
3061,7200002,causative_agent,311492009
3062,7200002,INVERSE_has_focus,24165007
3063,66590003,IS_A,7200002
3064,66590003,IS_A,191816009
3065,66590003,causative_agent,311492009
3066,191811004,IS_A,66590003
3067,191811004,causative_agent,311492009
3068,191812006,IS_A,66590003
3069,191812006,causative_agent,311492009
3070,191813001,IS_A,66590003
3071,191813001,causative_agent,311492009
3072,10741871000119101,IS_A,66590003
3073,10741871000119101,IS_A,173300003
3074,10741871000119101,IS_A,198609003
3075,10741871000119101,causative_agent,311492009
3076,10755041000119100,IS_A,66590003
3077,10755041000119100,IS_A,198609003
3078,10755041000119100,causative_agent,311492009
3079,713583005,IS_A,66590003
3080,713583005,causative_agent,311492009
3081,713862009,IS_A,66590003
3082,713862009,causative_agent,311492009
3083,714829008,IS_A,66590003
3084,714829008,causative_agent,311492009
3085,97571000119109,IS_A,7200002
3086,97571000119109,IS_A,191322006
3087,97571000119109,causative_agent,311492009
3088,97571000119109,has_definitional_manifestation,415116008
3089,97571000119109,due_to,7200002
3090,301643003,IS_A,11061003
3091,301643003,causative_agent,418149003
3092,312098001,IS_A,11061003
3093,312098001,causative_agent,418149003
3094,57588009,IS_A,11061003
3095,57588009,IS_A,418475009
3096,57588009,causative_agent,418149003
3097,56627002,IS_A,231532002
3098,56627002,IS_A,74732009
3099,56627002,INVERSE_due_to,32174002
3100,36943003,IS_A,56627002
3101,41021005,IS_A,56627002
3102,46432001,IS_A,56627002
3103,46762006,IS_A,56627002
3104,268724009,IS_A,46762006
3105,55728007,IS_A,46762006
3106,270903007,IS_A,46762006
3107,5664002,IS_A,270903007
3108,50299009,IS_A,56627002
3109,229025005,IS_A,50299009
3110,2815001,IS_A,600009
3111,2815001,IS_A,50299009
3112,2815001,IS_A,102946008
3113,2815001,interprets,364644000
3114,31358003,IS_A,50299009
3115,36262007,IS_A,50299009
3116,41524005,IS_A,50299009
3117,45924006,IS_A,50299009
3118,45994004,IS_A,50299009
3119,45994004,IS_A,422400008
3120,45994004,has_definitional_manifestation,300359004
3121,58349009,IS_A,50299009
3122,248103001,IS_A,58349009
3123,56034001,IS_A,58349009
3124,58855008,IS_A,58349009
3125,59174009,IS_A,50299009
3126,15840001,IS_A,59174009
3127,18186001,IS_A,59174009
3128,77332003,IS_A,59174009
3129,472981000,IS_A,59174009
3130,472981000,has_definitional_manifestation,472948001
3131,62491004,IS_A,50299009
3132,62792007,IS_A,50299009
3133,63835008,IS_A,50299009
3134,79524000,IS_A,50299009
3135,81463002,IS_A,50299009
3136,89248000,IS_A,81463002
3137,84002002,IS_A,50299009
3138,10783000,IS_A,84002002
3139,25971005,IS_A,84002002
3140,32410009,IS_A,84002002
3141,46023009,IS_A,84002002
3142,48309007,IS_A,84002002
3143,67227000,IS_A,84002002
3144,70922000,IS_A,84002002
3145,74791000,IS_A,84002002
3146,9083002,IS_A,84002002
3147,8522006,IS_A,50299009
3148,95636001,IS_A,50299009
3149,51239001,IS_A,95636001
3150,48046002,IS_A,51239001
3151,65410009,IS_A,51239001
3152,59394009,IS_A,95636001
3153,111486000,IS_A,59394009
3154,19922006,IS_A,59394009
3155,56095002,IS_A,59394009
3156,71787009,IS_A,56627002
3157,71787009,IS_A,25658005
3158,71787009,finding_site,76784001
3159,82636008,IS_A,56627002
3160,60103007,IS_A,82636008
3161,81903006,IS_A,82636008
3162,442243005,IS_A,56627002
3163,73491007,IS_A,397803000
3164,73491007,IS_A,37057007
3165,73491007,IS_A,56627002
3166,73491007,interprets,3850002
3167,10811201000119102,IS_A,1938002
3168,10811201000119102,IS_A,74732009
3169,444613000,IS_A,74732009
3170,288421000119100,IS_A,74732009
3171,288421000119100,IS_A,248256006
3172,288421000119100,due_to,74732009
3173,66347000,IS_A,74732009
3174,66347000,INVERSE_has_focus,386331007
3175,66347000,INVERSE_has_focus,710056002
3176,15945005,IS_A,66347000
3177,17155009,IS_A,66347000
3178,18085000,IS_A,66347000
3179,600009,IS_A,66347000
3180,69361009,IS_A,66347000
